"tournamentMode","strategyName","pointsForStrategy","nbTurnTheoric","nbTurnReal","populationSize","nbPersonForStrategy","nbPointByPersonByStrategy","nbPointRatio"
"COPIE","HardJoss","183","39","39","39","5","36,6","0,9384615384615385"
"COPIE","Fetard","114","39","39","39","3","38,0","0,9743589743589743"
"COPIE","Pavlovien","74","39","39","39","2","37,0","0,9487179487179487"
"COPIE","EasyGo","76","39","39","39","2","38,0","0,9743589743589743"
"COPIE","SondeurFou","185","39","39","39","5","37,0","0,9487179487179487"
"COPIE","Mefiant","72","39","39","39","2","36,0","0,9230769230769231"
"COPIE","Lunatique","33","39","39","39","1","33,0","0,8461538461538461"
"COPIE","CycliqueTendanceCasanier","29","39","39","39","1","29,0","0,7435897435897436"
"COPIE","HardJoss","251","40","40","40","7","35,857142857142854","0,8964285714285714"
"COPIE","Fetard","266","40","40","40","7","38,0","0,95"
"COPIE","Casanier","160","40","40","40","4","40,0","1,0"
"COPIE","CycliqueTendanceFetard","120","40","40","40","3","40,0","1,0"
"COPIE","Pavlovien","39","40","40","40","1","39,0","0,975"
"COPIE","SondeurFou","78","40","40","40","2","39,0","0,975"
"COPIE","Mefiant","117","40","40","40","3","39,0","0,975"
"COPIE","Rancunier","120","40","40","40","3","40,0","1,0"
"COPIE","MajorMou","110","40","40","40","3","36,666666666666664","0,9166666666666666"
"COPIE","SondeurIntelligent","123","40","40","40","3","41,0","1,025"
"COPIE","Lunatique","35","40","40","40","1","35,0","0,875"
"COPIE","CycliqueTendanceCasanier","80","40","40","40","2","40,0","1,0"
"COPIE","EasyGo","40","40","40","40","1","40,0","1,0"
"COPIE","HardJoss","114","41","41","41","3","38,0","0,926829268292683"
"COPIE","Pavlovien","191","41","41","41","5","38,2","0,9317073170731708"
"COPIE","Casanier","155","41","41","41","4","38,75","0,9451219512195121"
"COPIE","SondeurFou","107","41","41","41","3","35,666666666666664","0,8699186991869918"
"COPIE","Fetard","240","41","41","41","6","40,0","0,975609756097561"
"COPIE","MajorMou","123","41","41","41","3","41,0","1,0"
"COPIE","EasyGo","240","41","41","41","6","40,0","0,975609756097561"
"COPIE","SondeurIntelligent","160","41","41","41","4","40,0","0,975609756097561"
"COPIE","Rancunier","120","41","41","41","3","40,0","0,975609756097561"
"COPIE","Lunatique","34","41","41","41","1","34,0","0,8292682926829268"
"COPIE","CycliqueTendanceFetard","35","41","41","41","1","35,0","0,8536585365853658"
"COPIE","Mefiant","82","41","41","41","2","41,0","1,0"
"COPIE","HardJoss","205","42","42","42","5","41,0","0,9761904761904762"
"COPIE","Casanier","210","42","42","42","5","42,0","1,0"
"COPIE","CycliqueTendanceFetard","168","42","42","42","4","42,0","1,0"
"COPIE","SondeurIntelligent","264","42","42","42","7","37,714285714285715","0,8979591836734694"
"COPIE","Lunatique","113","42","42","42","3","37,666666666666664","0,8968253968253967"
"COPIE","Fetard","210","42","42","42","5","42,0","1,0"
"COPIE","Pavlovien","82","42","42","42","2","41,0","0,9761904761904762"
"COPIE","Mefiant","123","42","42","42","3","41,0","0,9761904761904762"
"COPIE","MajorMou","82","42","42","42","2","41,0","0,9761904761904762"
"COPIE","SondeurFou","123","42","42","42","3","41,0","0,9761904761904762"
"COPIE","CycliqueTendanceCasanier","68","42","42","42","2","34,0","0,8095238095238095"
"COPIE","EasyGo","42","42","42","42","1","42,0","1,0"
"COPIE","Fetard","429","43","43","43","11","39,0","0,9069767441860465"
"COPIE","Lunatique","275","43","43","43","7","39,285714285714285","0,9136212624584718"
"COPIE","SondeurFou","82","43","43","43","2","41,0","0,9534883720930233"
"COPIE","HardJoss","156","43","43","43","4","39,0","0,9069767441860465"
"COPIE","MajorMou","151","43","43","43","4","37,75","0,877906976744186"
"COPIE","Rancunier","129","43","43","43","3","43,0","1,0"
"COPIE","Mefiant","99","43","43","43","3","33,0","0,7674418604651163"
"COPIE","Pavlovien","82","43","43","43","2","41,0","0,9534883720930233"
"COPIE","CycliqueTendanceFetard","126","43","43","43","3","42,0","0,9767441860465116"
"COPIE","Casanier","43","43","43","43","1","43,0","1,0"
"COPIE","SondeurIntelligent","132","43","43","43","3","44,0","1,0232558139534884"
"COPIE","EasyGo","299","44","44","44","7","42,714285714285715","0,9707792207792209"
"COPIE","MajorMou","362","44","44","44","8","45,25","1,0284090909090908"
"COPIE","HardJoss","182","44","44","44","4","45,5","1,0340909090909092"
"COPIE","Rancunier","182","44","44","44","4","45,5","1,0340909090909092"
"COPIE","Fetard","89","44","44","44","2","44,5","1,0113636363636365"
"COPIE","SondeurFou","282","44","44","44","6","47,0","1,0681818181818181"
"COPIE","SondeurIntelligent","135","44","44","44","3","45,0","1,0227272727272727"
"COPIE","CycliqueTendanceFetard","76","44","44","44","2","38,0","0,8636363636363636"
"COPIE","Mefiant","215","44","44","44","5","43,0","0,9772727272727273"
"COPIE","Lunatique","93","44","44","44","2","46,5","1,0568181818181819"
"COPIE","Pavlovien","47","44","44","44","1","47,0","1,0681818181818181"
"COPIE","CycliqueTendanceCasanier","157","45","45","45","4","39,25","0,8722222222222222"
"COPIE","Fetard","210","45","45","45","5","42,0","0,9333333333333333"
"COPIE","SondeurFou","275","45","45","45","7","39,285714285714285","0,873015873015873"
"COPIE","MajorMou","127","45","45","45","3","42,333333333333336","0,9407407407407408"
"COPIE","HardJoss","262","45","45","45","7","37,42857142857143","0,8317460317460318"
"COPIE","Lunatique","123","45","45","45","3","41,0","0,9111111111111111"
"COPIE","Casanier","180","45","45","45","4","45,0","1,0"
"COPIE","Mefiant","90","45","45","45","2","45,0","1,0"
"COPIE","EasyGo","210","45","45","45","5","42,0","0,9333333333333333"
"COPIE","Pavlovien","86","45","45","45","2","43,0","0,9555555555555556"
"COPIE","SondeurIntelligent","132","45","45","45","3","44,0","0,9777777777777777"
"COPIE","CycliqueTendanceFetard","276","46","46","46","6","46,0","1,0"
"COPIE","Fetard","230","46","46","46","5","46,0","1,0"
"COPIE","Lunatique","208","46","46","46","5","41,6","0,9043478260869565"
"COPIE","Rancunier","386","46","46","46","10","38,6","0,8391304347826087"
"COPIE","HardJoss","257","46","46","46","6","42,833333333333336","0,9311594202898551"
"COPIE","MajorMou","89","46","46","46","2","44,5","0,967391304347826"
"COPIE","CycliqueTendanceCasanier","82","46","46","46","2","41,0","0,8913043478260869"
"COPIE","Casanier","92","46","46","46","2","46,0","1,0"
"COPIE","EasyGo","230","46","46","46","5","46,0","1,0"
"COPIE","Mefiant","90","46","46","46","2","45,0","0,9782608695652174"
"COPIE","Pavlovien","45","46","46","46","1","45,0","0,9782608695652174"
"COPIE","EasyGo","86","47","47","47","2","43,0","0,9148936170212766"
"COPIE","CycliqueTendanceCasanier","267","47","47","47","6","44,5","0,9468085106382979"
"COPIE","HardJoss","180","47","47","47","4","45,0","0,9574468085106383"
"COPIE","Rancunier","94","47","47","47","2","47,0","1,0"
"COPIE","Pavlovien","235","47","47","47","5","47,0","1,0"
"COPIE","Fetard","240","47","47","47","5","48,0","1,0212765957446808"
"COPIE","Mefiant","141","47","47","47","3","47,0","1,0"
"COPIE","Lunatique","173","47","47","47","4","43,25","0,9202127659574468"
"COPIE","CycliqueTendanceFetard","225","47","47","47","5","45,0","0,9574468085106383"
"COPIE","SondeurFou","141","47","47","47","3","47,0","1,0"
"COPIE","SondeurIntelligent","192","47","47","47","4","48,0","1,0212765957446808"
"COPIE","Casanier","141","47","47","47","3","47,0","1,0"
"COPIE","MajorMou","46","47","47","47","1","46,0","0,9787234042553191"
"COPIE","Lunatique","295","48","48","48","6","49,166666666666664","1,0243055555555556"
"COPIE","HardJoss","677","48","48","48","13","52,07692307692308","1,0849358974358976"
"COPIE","Rancunier","240","48","48","48","5","48,0","1,0"
"COPIE","EasyGo","199","48","48","48","4","49,75","1,0364583333333333"
"COPIE","SondeurFou","114","48","48","48","2","57,0","1,1875"
"COPIE","Fetard","232","48","48","48","4","58,0","1,2083333333333333"
"COPIE","Casanier","96","48","48","48","2","48,0","1,0"
"COPIE","MajorMou","285","48","48","48","6","47,5","0,9895833333333334"
"COPIE","Pavlovien","285","48","48","48","5","57,0","1,1875"
"COPIE","Mefiant","52","48","48","48","1","52,0","1,0833333333333333"
"COPIE","Rancunier","245","49","49","49","5","49,0","1,0"
"COPIE","EasyGo","401","49","49","49","8","50,125","1,0229591836734695"
"COPIE","CycliqueTendanceFetard","147","49","49","49","3","49,0","1,0"
"COPIE","Pavlovien","159","49","49","49","3","53,0","1,0816326530612246"
"COPIE","Fetard","256","49","49","49","5","51,2","1,0448979591836736"
"COPIE","Lunatique","183","49","49","49","4","45,75","0,9336734693877551"
"COPIE","Casanier","294","49","49","49","6","49,0","1,0"
"COPIE","CycliqueTendanceCasanier","153","49","49","49","3","51,0","1,0408163265306123"
"COPIE","HardJoss","104","49","49","49","2","52,0","1,0612244897959184"
"COPIE","MajorMou","48","49","49","49","1","48,0","0,9795918367346939"
"COPIE","SondeurFou","371","49","49","49","7","53,0","1,0816326530612246"
"COPIE","SondeurIntelligent","50","49","49","49","1","50,0","1,0204081632653061"
"COPIE","Mefiant","48","49","49","49","1","48,0","0,9795918367346939"
"COPIE","HardJoss","227","50","50","50","5","45,4","0,9079999999999999"
"COPIE","Mefiant","225","50","50","50","5","45,0","0,9"
"COPIE","SondeurFou","235","50","50","50","5","47,0","0,94"
"COPIE","MajorMou","294","50","50","50","6","49,0","0,98"
"COPIE","CycliqueTendanceFetard","283","50","50","50","6","47,166666666666664","0,9433333333333332"
"COPIE","Pavlovien","141","50","50","50","3","47,0","0,94"
"COPIE","Lunatique","213","50","50","50","5","42,6","0,852"
"COPIE","SondeurIntelligent","192","50","50","50","4","48,0","0,96"
"COPIE","Rancunier","150","50","50","50","3","50,0","1,0"
"COPIE","EasyGo","144","50","50","50","3","48,0","0,96"
"COPIE","Casanier","200","50","50","50","4","50,0","1,0"
"COPIE","CycliqueTendanceCasanier","39","50","50","50","1","39,0","0,78"
"COPIE","HardJoss","230","51","51","51","5","46,0","0,9019607843137255"
"COPIE","SondeurIntelligent","359","51","51","51","7","51,285714285714285","1,0056022408963585"
"COPIE","EasyGo","336","51","51","51","7","48,0","0,9411764705882353"
"COPIE","Casanier","324","51","51","51","7","46,285714285714285","0,907563025210084"
"COPIE","CycliqueTendanceFetard","96","51","51","51","2","48,0","0,9411764705882353"
"COPIE","Lunatique","84","51","51","51","2","42,0","0,8235294117647058"
"COPIE","Fetard","144","51","51","51","3","48,0","0,9411764705882353"
"COPIE","SondeurFou","329","51","51","51","7","47,0","0,9215686274509803"
"COPIE","Rancunier","153","51","51","51","3","51,0","1,0"
"COPIE","Pavlovien","141","51","51","51","3","47,0","0,9215686274509803"
"COPIE","MajorMou","50","51","51","51","1","50,0","0,9803921568627451"
"COPIE","Mefiant","188","51","51","51","4","47,0","0,9215686274509803"
"COPIE","Fetard","614","52","52","52","13","47,23076923076923","0,9082840236686391"
"COPIE","HardJoss","85","52","52","52","2","42,5","0,8173076923076923"
"COPIE","Rancunier","247","52","52","52","5","49,4","0,95"
"COPIE","EasyGo","140","52","52","52","3","46,666666666666664","0,8974358974358974"
"COPIE","Casanier","208","52","52","52","4","52,0","1,0"
"COPIE","SondeurIntelligent","348","52","52","52","7","49,714285714285715","0,9560439560439561"
"COPIE","MajorMou","104","52","52","52","2","52,0","1,0"
"COPIE","Lunatique","260","52","52","52","6","43,333333333333336","0,8333333333333334"
"COPIE","SondeurFou","188","52","52","52","4","47,0","0,9038461538461539"
"COPIE","CycliqueTendanceFetard","48","52","52","52","1","48,0","0,9230769230769231"
"COPIE","Pavlovien","188","52","52","52","4","47,0","0,9038461538461539"
"COPIE","Mefiant","47","52","52","52","1","47,0","0,9038461538461539"
"COPIE","EasyGo","256","53","53","53","5","51,2","0,9660377358490566"
"COPIE","HardJoss","255","53","53","53","5","51,0","0,9622641509433962"
"COPIE","Lunatique","238","53","53","53","5","47,6","0,8981132075471698"
"COPIE","SondeurIntelligent","157","53","53","53","3","52,333333333333336","0,9874213836477987"
"COPIE","Rancunier","455","53","53","53","9","50,55555555555556","0,9538784067085955"
"COPIE","Casanier","106","53","53","53","2","53,0","1,0"
"COPIE","MajorMou","153","53","53","53","3","51,0","0,9622641509433962"
"COPIE","Pavlovien","265","53","53","53","5","53,0","1,0"
"COPIE","CycliqueTendanceFetard","108","53","53","53","2","54,0","1,0188679245283019"
"COPIE","Fetard","378","53","53","53","7","54,0","1,0188679245283019"
"COPIE","Mefiant","159","53","53","53","3","53,0","1,0"
"COPIE","SondeurFou","212","53","53","53","4","53,0","1,0"
"COPIE","HardJoss","584","54","54","54","11","53,09090909090909","0,9831649831649832"
"COPIE","Lunatique","154","54","54","54","3","51,333333333333336","0,9506172839506173"
"COPIE","MajorMou","209","54","54","54","4","52,25","0,9675925925925926"
"COPIE","EasyGo","446","54","54","54","8","55,75","1,0324074074074074"
"COPIE","Fetard","116","54","54","54","2","58,0","1,0740740740740742"
"COPIE","Pavlovien","342","54","54","54","6","57,0","1,0555555555555556"
"COPIE","CycliqueTendanceFetard","58","54","54","54","1","58,0","1,0740740740740742"
"COPIE","SondeurFou","228","54","54","54","4","57,0","1,0555555555555556"
"COPIE","CycliqueTendanceCasanier","324","54","54","54","6","54,0","1,0"
"COPIE","Casanier","162","54","54","54","3","54,0","1,0"
"COPIE","SondeurIntelligent","165","54","54","54","3","55,0","1,0185185185185186"
"COPIE","Rancunier","162","54","54","54","3","54,0","1,0"
"COPIE","Rancunier","165","55","55","55","3","55,0","1,0"
"COPIE","HardJoss","369","55","55","55","8","46,125","0,8386363636363636"
"COPIE","EasyGo","336","55","55","55","7","48,0","0,8727272727272727"
"COPIE","Lunatique","238","55","55","55","5","47,6","0,8654545454545455"
"COPIE","Pavlovien","188","55","55","55","4","47,0","0,8545454545454545"
"COPIE","Casanier","330","55","55","55","6","55,0","1,0"
"COPIE","SondeurFou","282","55","55","55","6","47,0","0,8545454545454545"
"COPIE","MajorMou","165","55","55","55","3","55,0","1,0"
"COPIE","Fetard","288","55","55","55","6","48,0","0,8727272727272727"
"COPIE","SondeurIntelligent","236","55","55","55","5","47,2","0,8581818181818183"
"COPIE","CycliqueTendanceCasanier","48","55","55","55","1","48,0","0,8727272727272727"
"COPIE","Mefiant","54","55","55","55","1","54,0","0,9818181818181818"
"COPIE","Fetard","724","56","56","56","14","51,714285714285715","0,923469387755102"
"COPIE","SondeurIntelligent","399","56","56","56","7","57,0","1,0178571428571428"
"COPIE","Pavlovien","228","56","56","56","4","57,0","1,0178571428571428"
"COPIE","Lunatique","272","56","56","56","5","54,4","0,9714285714285714"
"COPIE","HardJoss","314","56","56","56","6","52,333333333333336","0,9345238095238095"
"COPIE","EasyGo","174","56","56","56","3","58,0","1,0357142857142858"
"COPIE","SondeurFou","171","56","56","56","3","57,0","1,0178571428571428"
"COPIE","MajorMou","289","56","56","56","5","57,8","1,032142857142857"
"COPIE","Mefiant","165","56","56","56","3","55,0","0,9821428571428571"
"COPIE","CycliqueTendanceFetard","141","56","56","56","3","47,0","0,8392857142857143"
"COPIE","Rancunier","112","56","56","56","2","56,0","1,0"
"COPIE","CycliqueTendanceCasanier","56","56","56","56","1","56,0","1,0"
"COPIE","Casanier","320","57","57","57","6","53,333333333333336","0,9356725146198831"
"COPIE","Fetard","364","57","57","57","7","52,0","0,9122807017543859"
"COPIE","Lunatique","400","57","57","57","8","50,0","0,8771929824561403"
"COPIE","Pavlovien","255","57","57","57","5","51,0","0,8947368421052632"
"COPIE","Rancunier","114","57","57","57","2","57,0","1,0"
"COPIE","HardJoss","316","57","57","57","6","52,666666666666664","0,9239766081871345"
"COPIE","EasyGo","260","57","57","57","5","52,0","0,9122807017543859"
"COPIE","MajorMou","224","57","57","57","4","56,0","0,9824561403508771"
"COPIE","SondeurFou","153","57","57","57","3","51,0","0,8947368421052632"
"COPIE","SondeurIntelligent","174","57","57","57","3","58,0","1,0175438596491229"
"COPIE","Mefiant","70","57","57","57","2","35,0","0,6140350877192983"
"COPIE","CycliqueTendanceFetard","144","57","57","57","4","36,0","0,631578947368421"
"COPIE","CycliqueTendanceCasanier","98","57","57","57","2","49,0","0,8596491228070176"
"COPIE","HardJoss","365","58","58","58","7","52,142857142857146","0,8990147783251232"
"COPIE","SondeurFou","110","58","58","58","2","55,0","0,9482758620689655"
"COPIE","CycliqueTendanceFetard","706","58","58","58","14","50,42857142857143","0,8694581280788177"
"COPIE","Mefiant","159","58","58","58","3","53,0","0,9137931034482759"
"COPIE","Lunatique","411","58","58","58","8","51,375","0,8857758620689655"
"COPIE","MajorMou","297","58","58","58","5","59,4","1,0241379310344827"
"COPIE","Pavlovien","220","58","58","58","4","55,0","0,9482758620689655"
"COPIE","SondeurIntelligent","413","58","58","58","7","59,0","1,0172413793103448"
"COPIE","EasyGo","56","58","58","58","1","56,0","0,9655172413793104"
"COPIE","Rancunier","295","58","58","58","5","59,0","1,0172413793103448"
"COPIE","Fetard","112","58","58","58","2","56,0","0,9655172413793104"
"COPIE","Fetard","615","59","59","59","9","68,33333333333333","1,15819209039548"
"COPIE","Mefiant","340","59","59","59","5","68,0","1,152542372881356"
"COPIE","HardJoss","644","59","59","59","10","64,4","1,0915254237288137"
"COPIE","SondeurFou","292","59","59","59","4","73,0","1,2372881355932204"
"COPIE","MajorMou","478","59","59","59","8","59,75","1,0127118644067796"
"COPIE","Lunatique","500","59","59","59","8","62,5","1,0593220338983051"
"COPIE","Pavlovien","292","59","59","59","4","73,0","1,2372881355932204"
"COPIE","SondeurIntelligent","180","59","59","59","3","60,0","1,0169491525423728"
"COPIE","CycliqueTendanceCasanier","177","59","59","59","3","59,0","1,0"
"COPIE","Casanier","59","59","59","59","1","59,0","1,0"
"COPIE","Rancunier","180","59","59","59","3","60,0","1,0169491525423728"
"COPIE","EasyGo","74","59","59","59","1","74,0","1,2542372881355932"
"COPIE","Casanier","360","60","60","60","6","60,0","1,0"
"COPIE","EasyGo","290","60","60","60","5","58,0","0,9666666666666667"
"COPIE","HardJoss","502","60","60","60","9","55,77777777777778","0,9296296296296297"
"COPIE","CycliqueTendanceFetard","348","60","60","60","6","58,0","0,9666666666666667"
"COPIE","Fetard","348","60","60","60","6","58,0","0,9666666666666667"
"COPIE","Mefiant","509","60","60","60","9","56,55555555555556","0,9425925925925926"
"COPIE","Lunatique","257","60","60","60","5","51,4","0,8566666666666667"
"COPIE","Rancunier","240","60","60","60","4","60,0","1,0"
"COPIE","Pavlovien","399","60","60","60","7","57,0","0,95"
"COPIE","MajorMou","116","60","60","60","2","58,0","0,9666666666666667"
"COPIE","CycliqueTendanceCasanier","50","60","60","60","1","50,0","0,8333333333333334"
"COPIE","HardJoss","405","61","61","61","7","57,857142857142854","0,9484777517564402"
"COPIE","SondeurFou","305","61","61","61","5","61,0","1,0"
"COPIE","CycliqueTendanceCasanier","244","61","61","61","4","61,0","1,0"
"COPIE","Pavlovien","488","61","61","61","8","61,0","1,0"
"COPIE","Fetard","537","61","61","61","9","59,666666666666664","0,9781420765027322"
"COPIE","MajorMou","183","61","61","61","3","61,0","1,0"
"COPIE","EasyGo","310","61","61","61","5","62,0","1,0163934426229508"
"COPIE","Lunatique","321","61","61","61","6","53,5","0,8770491803278688"
"COPIE","Rancunier","436","61","61","61","8","54,5","0,8934426229508197"
"COPIE","SondeurIntelligent","234","61","61","61","4","58,5","0,9590163934426229"
"COPIE","Casanier","61","61","61","61","1","61,0","1,0"
"COPIE","CycliqueTendanceFetard","44","61","61","61","1","44,0","0,7213114754098361"
"COPIE","CycliqueTendanceCasanier","310","62","62","62","5","62,0","1,0"
"COPIE","Lunatique","792","62","62","62","14","56,57142857142857","0,912442396313364"
"COPIE","SondeurFou","305","62","62","62","5","61,0","0,9838709677419355"
"COPIE","EasyGo","471","62","62","62","8","58,875","0,9495967741935484"
"COPIE","Pavlovien","366","62","62","62","6","61,0","0,9838709677419355"
"COPIE","HardJoss","569","62","62","62","10","56,9","0,917741935483871"
"COPIE","Rancunier","248","62","62","62","4","62,0","1,0"
